cto,cto_name,title_code,title,salary_table,status
541,PROFESSIONAL RESEARCH-REGULAR,002008,ASSOC RES-FY-B/E/E NEX NON REP 14A(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,002009,ASST RES-FY-B/E/E NEX NON REP 14A(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003170,RES-FY NEX 13B(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003171,RES-FY NEX NON REP 13A(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003176,RES-SFT NEX,,active
541,PROFESSIONAL RESEARCH-REGULAR,003180,ASSOC RES-FY NEX 13B(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003181,ASSOC RES-FY NEX NON REP 13A(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003186,ASSOC RES-SFT NEX,,active
541,PROFESSIONAL RESEARCH-REGULAR,003190,ASST RES-FY NEX 13B(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003191,ASST RES-FY NEX NON REP 13A(N),,active
541,PROFESSIONAL RESEARCH-REGULAR,003196,ASST RES-SFT NEX,,active
541,PROFESSIONAL RESEARCH-REGULAR,003200,RES-FY 13B,,active
541,PROFESSIONAL RESEARCH-REGULAR,003201,RES-LR SCL-FY,2,active
541,PROFESSIONAL RESEARCH-REGULAR,003202,RES (WOS),,active
541,PROFESSIONAL RESEARCH-REGULAR,003203,RES-LR SCL-AY,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003205,RES-LR SCL-AY-1/9,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003206,RES-SFT,,active
541,PROFESSIONAL RESEARCH-REGULAR,003207,RES-FY-NON REP 13A,,active
541,PROFESSIONAL RESEARCH-REGULAR,003210,ASSOC RES-FY 13B,,active
541,PROFESSIONAL RESEARCH-REGULAR,003211,ASSOC RES-LR SCL-FY,2,active
541,PROFESSIONAL RESEARCH-REGULAR,003212,ASSOC RES (WOS),,active
541,PROFESSIONAL RESEARCH-REGULAR,003213,ASSOC RES-LR SCL-AY,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003215,ASSOC RES-LR SCL-AY-1/9,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003216,ASSOC RES-SFT,,active
541,PROFESSIONAL RESEARCH-REGULAR,003217,ASSOC RES-FY-NON REP 13A,,active
541,PROFESSIONAL RESEARCH-REGULAR,003220,ASST RES-FY 13B,,active
541,PROFESSIONAL RESEARCH-REGULAR,003221,ASST RES-LR SCL-FY,2,active
541,PROFESSIONAL RESEARCH-REGULAR,003222,ASST RES (WOS),,active
541,PROFESSIONAL RESEARCH-REGULAR,003223,ASST RES-LR SCL-AY,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003225,ASST RES-LR SCL-AY-1/9,1,active
541,PROFESSIONAL RESEARCH-REGULAR,003226,ASST RES-SFT,,active
541,PROFESSIONAL RESEARCH-REGULAR,003227,ASST RES-FY-NON REP 13A,,active
543,PROFESSIONAL RESEARCH-VISITING,003178,VIS RES NEX 13A(N)*,,active
543,PROFESSIONAL RESEARCH-VISITING,003188,VIS ASSOC RES NEX 13A(N)*,,active
543,PROFESSIONAL RESEARCH-VISITING,003198,VIS ASST RES NEX 13A(N)*,,active
543,PROFESSIONAL RESEARCH-VISITING,003208,VIS RES 13A*,,active
543,PROFESSIONAL RESEARCH-VISITING,003218,VIS ASSOC RES 13A*,,active
543,PROFESSIONAL RESEARCH-VISITING,003228,VIS ASST RES 13A*,,active
551,SPECIALIST,003300,SPECIALIST 24B,,active
551,SPECIALIST,003301,SPECIALIST NEX 24B(N),,active
551,SPECIALIST,003302,SPECIALIST (WOS),,active
551,SPECIALIST,003303,SPECIALIST NON REP 24A,,active
551,SPECIALIST,003304,SPECIALIST NEX NON REP 24A(N),,active
551,SPECIALIST,003310,ASSOC SPECIALIST 24B,,active
551,SPECIALIST,003311,ASSOC SPECIALIST NEX 24B(N),,active
551,SPECIALIST,003312,ASSOC SPECIALIST (WOS),,active
551,SPECIALIST,003313,ASSOC SPECIALIST NON REP 24A,,active
551,SPECIALIST,003314,ASSOC SPECIALIST NEX NON REP 24A(N),,active
551,SPECIALIST,003320,ASST SPECIALIST 24B,,active
551,SPECIALIST,003321,ASST SPECIALIST NEX 24B(N),,active
551,SPECIALIST,003322,ASST SPECIALIST (WOS),,active
551,SPECIALIST,003323,ASST SPECIALIST NON REP 24A,,active
551,SPECIALIST,003324,ASST SPECIALIST NEX NON REP 24A(N),,active
551,SPECIALIST,003328,JR SPECIALIST (WOS),,active
551,SPECIALIST,003329,JR SPECIALIST NEX 24B(N),,active
551,SPECIALIST,003330,JR SPECIALIST 24B,,active
551,SPECIALIST,003333,JR SPECIALIST NON REP 24A,,active
551,SPECIALIST,003334,JR SPECIALIST NEX NON REP 24A(N),,active
553,SPECIALIST-VISITING,003305,VIS SPECIALIST 24A*,,active
553,SPECIALIST-VISITING,003306,VIS SPECIALIST NEX 24A(N)*,,active
553,SPECIALIST-VISITING,003315,VIS ASSOC SPECIALIST 24A*,,active
553,SPECIALIST-VISITING,003316,VIS ASSOC SPECIALIST NEX 24A(N)*,,active
553,SPECIALIST-VISITING,003325,VIS ASST SPECIALIST 24A*,,active
553,SPECIALIST-VISITING,003326,VIS ASST SPECIALIST NEX 24A(N)*,,active
553,SPECIALIST-VISITING,003335,VIS JR SPECIALIST 24A*,,active
553,SPECIALIST-VISITING,003336,VIS JR SPECIALIST NEX 24A(N)*,,active
557,SPECIALIST IN A.E.S.,003004,SPECIALIST AES 24A,,active
557,SPECIALIST IN A.E.S.,003014,ASSOC SPECIALIST AES 24A,,active
557,SPECIALIST IN A.E.S.,003024,ASST SPECIALIST AES 24A,,active
557,SPECIALIST IN A.E.S.,003104,SPECIALIST AES NEX 24A(N),,active
557,SPECIALIST IN A.E.S.,003114,ASSOC SPECIALIST AES NEX 24A(N),,active
557,SPECIALIST IN A.E.S.,003124,ASST SPECIALIST AES NEX 24A(N),,active
566,OTHER RESEARCH,003290,RES PROF-MILLER INST-AY,1,active
566,OTHER RESEARCH,003291,RES PROF-MILLER INST-FY,2,active
566,OTHER RESEARCH,003292,ASSOC RES PROF-MILLER INST-AY,1,active
566,OTHER RESEARCH,003293,ASSOC RES PROF-MILLER INST-FY,2,active
566,OTHER RESEARCH,003297,CHI GREEN SCHOLAR-UCSD,,active
575,POSTDOCTORAL SCHOLAR,003235,MATH FELLOW,23,active
575,POSTDOCTORAL SCHOLAR,003252,POSTDOC-EMPLOYEE,23,active
575,POSTDOCTORAL SCHOLAR,003253,POSTDOC-FELLOW,23,active
575,POSTDOCTORAL SCHOLAR,003254,POSTDOC-PAID DIRECT,23,active
575,POSTDOCTORAL SCHOLAR,003255,POSTDOC-EMPLOYEE NEX,23N,active
575,POSTDOCTORAL SCHOLAR,003256,INTRM POSTDOC SCHOLAR-EMPLOYEE,23,active
577,POST-GRADUATE RESEARCH-NON-STUDENT,003237,FACULTY FELLOW RES-AY,,active
577,POST-GRADUATE RESEARCH-NON-STUDENT,003238,FACULTY FELLOW RES-AY-1/9,,active
581,PROJECT SERIES,003390,PROJ SCIENTIST-FY 37B,,active
581,PROJECT SERIES,003391,PROJ SCIENTIST-FY-B/E/E 38B,,active
581,PROJECT SERIES,003392,ASSOC PROJ SCIENTIST-FY 37B,,active
581,PROJECT SERIES,003393,ASSOC PROJ SCIENTIST-FY-B/E/E 38B,,active
581,PROJECT SERIES,003394,ASST PROJ SCIENTIST-FY 37B,,active
581,PROJECT SERIES,003395,ASST PROJ SCIENTIST-FY-B/E/E 38B,,active
581,PROJECT SERIES,003403,PROJ SCIENTIST-FY NON REP 37A,,active
581,PROJECT SERIES,003404,PROJ SCIENTIST-FY-B/E/E NONREP 38A,,active
581,PROJECT SERIES,003405,ASSOC PROJ SCI-FY NON REP 37A,,active
581,PROJECT SERIES,003406,ASSOC PROJ SCI-FY-B/E/E NONREP 38A,,active
581,PROJECT SERIES,003407,ASST PROJ SCIENTIST-FY NON REP 37A,,active
581,PROJECT SERIES,003408,ASST PROJ SCI-FY-B/E/E NON REP 38A,,active
581,PROJECT SERIES,003413,PROJ SCI-FY NEX NON REP 37A(N),,active
581,PROJECT SERIES,003414,PROJ SCI-FY-B/E/E NEX NON REP 38A(N),,active
581,PROJECT SERIES,003415,ASSOC PROJ SCI-FY NEX NON REP 37A(N),,active
581,PROJECT SERIES,003416,ASSOC PROJSC-FY-BEE NEX NONREP 38A(N),,active
581,PROJECT SERIES,003417,ASST PROJ SCI-FY NEX NON REP 37A(N),,active
581,PROJECT SERIES,003418,ASST PROJSCI-FY-BEE NEX NONREP 38A(N),,active
581,PROJECT SERIES,003487,PROJ SCIENTIST (WOS),,active
581,PROJECT SERIES,003488,ASSOC PROJ SCIENTIST (WOS),,active
581,PROJECT SERIES,003489,ASST PROJ SCIENTIST (WOS),,active
581,PROJECT SERIES,003490,PROJ SCIENTIST-FY NEX 37B(N),,active
581,PROJECT SERIES,003491,PROJ SCIENTIST-FY-B/E/E NEX 38B(N),,active
581,PROJECT SERIES,003492,ASSOC PROJ SCIENTIST-FY NEX 37B(N),,active
581,PROJECT SERIES,003493,ASSOC PROJ SCNTST-FY-B/E/E NEX 38B(N),,active
581,PROJECT SERIES,003494,ASST PROJ SCIENTIST-FY NEX 37B(N),,active
581,PROJECT SERIES,003495,ASST PROJ SCNTST-FY-B/E/E NEX 38B(N),,active
583,PROJECT SERIES-VISITING,003396,VIS PROJ SCIENTIST 37A*,,active
583,PROJECT SERIES-VISITING,003397,VIS ASSOC PROJ SCIENTIST 37A*,,active
583,PROJECT SERIES-VISITING,003398,VIS ASST PROJ SCIENTIST 37A*,,active
583,PROJECT SERIES-VISITING,003496,VIS PROJ SCIENTIST NEX 37A(N)*,,active
583,PROJECT SERIES-VISITING,003497,VIS ASSOC PROJ SCIENTIST NEX 37A(N)*,,active
583,PROJECT SERIES-VISITING,003498,VIS ASST PROJ SCIENTIST NEX 37A(N)*,,active
621,LIBRARIAN,003602,LIBRARIAN-CAREER NON REP 26A,,active
621,LIBRARIAN,003603,LIBRARIAN-POTNTLCAREER NON REP 26A,,active
621,LIBRARIAN,003604,ASSOC LIBRARIAN-CAREER NON REP 26A,,active
621,LIBRARIAN,003605,ASSOC LIBRARIAN-POTLCAR NONREP 26A,,active
621,LIBRARIAN,003606,ASST LIBRARIAN-CAREER NON REP 26A,,active
621,LIBRARIAN,003607,ASST LIBRARIAN-POTLCAR NONREP 26A,,active
621,LIBRARIAN,003612,LIBRARIAN-CAREER STATUS 26B,,active
621,LIBRARIAN,003613,LIBRARIAN-POTNTL CAREER STATUS 26B,,active
621,LIBRARIAN,003614,LIBRARIAN-TEMP STATUS 26B,,active
621,LIBRARIAN,003616,ASSOC LIBRARIAN -CAREER STATUS 26B,,active
621,LIBRARIAN,003617,ASSOC LIBRARIAN-POTNTL CAREER 26B,,active
621,LIBRARIAN,003618,ASSOC LIBRARIAN-TEMP STATUS 26B,,active
621,LIBRARIAN,003620,ASST LIBRARIAN-CAREER STATUS 26B,,active
621,LIBRARIAN,003621,ASST LIBRARIAN-POTNTL CAREER 26B,,active
621,LIBRARIAN,003622,ASST LIBRARIAN-TEMP STATUS 26B,,active
621,LIBRARIAN,003662,LIBRARIAN-CAREER STATUS NEX 26A/B(N),,active
621,LIBRARIAN,003663,LIBRARIAN-POTNTL CAREER NEX 26A/B(N),,active
621,LIBRARIAN,003664,LIBRARIAN-TEMP STATUS NEX 26A/B(N),,active
621,LIBRARIAN,003666,ASSOC LIBRARIAN-CAREER NEX 26A/B(N),,active
621,LIBRARIAN,003667,ASSOC LIBRARIAN-POTNTL CAR NEX 26A/B(N),,active
621,LIBRARIAN,003668,ASSOC LIBRARIAN-TEMP NEX 26A/B(N),,active
621,LIBRARIAN,003670,ASST LIBRARIAN-CAREER NEX 26A/B(N),,active
621,LIBRARIAN,003671,ASST LIBRARIAN-POTNTL CAR NEX 26A/B(N),,active
621,LIBRARIAN,003672,ASST LIBRARIAN-TEMP STATUS NEX 26A/B(N),,active
623,VISITING LIBRARIAN,003615,VIS LIBRARIAN 26A*,,active
623,VISITING LIBRARIAN,003665,VIS LIBRARIAN NEX 26A(N)*,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003600,ASSOC UNIV LIBRARIAN,27,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003601,ASSOC UNIV LIBRARIAN NEX,27N,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003610,ASST UNIV LIBRARIAN,27,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003611,ASST UNIV LIBRARIAN NEX,27N,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003635,LAW LIBRARIAN,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003636,LAW LIBRARIAN NEX,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003637,ASST LAW LIBRARIAN,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003638,ASST LAW LIBRARIAN NEX,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003639,ASSOC LAW LIBRARIAN,,active
627,ASSOC & ASST UNIVERSITY LIBRARIAN,003640,ASSOC LAW LIBRARIAN NEX,,active
728,COOPERATIVE EXTENSION ADVISOR,003441,COOP EXT ADVISOR,28,active
728,COOPERATIVE EXTENSION ADVISOR,003442,COOP EXT ADVISOR NEX,28N,active
728,COOPERATIVE EXTENSION ADVISOR,003451,ASSOC COOP EXT ADVISOR,28,active
728,COOPERATIVE EXTENSION ADVISOR,003452,ASSOC COOP EXT ADVISOR NEX,28N,active
728,COOPERATIVE EXTENSION ADVISOR,003461,ASST COOP EXT ADVISOR,28,active
728,COOPERATIVE EXTENSION ADVISOR,003462,ASST COOP EXT ADVISOR NEX,28N,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003475,ASST SPECIALIST COOP EXT,29,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003476,ASST SPECIALIST COOP EXT NEX,29N,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003477,ASSOC SPECIALIST COOP EXT,29,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003478,ASSOC SPECIALIST COOP EXT NEX,29N,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003479,SPECIALIST COOP EXT,29,active
729,SPECIALIST IN COOPERATIVE EXTENSION,003480,SPECIALIST COOP EXT NEX,29N,active
825,CONTINUING EDUCATOR -UNEX,003520,CONTINUING EDUCATOR I,31,active
825,CONTINUING EDUCATOR -UNEX,003521,CONTINUING EDUCATOR II,31,active
825,CONTINUING EDUCATOR -UNEX,003522,CONTINUING EDUCATOR III,31,active
825,CONTINUING EDUCATOR -UNEX,003530,CONTINUING EDUCATOR I NEX,31N,active
825,CONTINUING EDUCATOR -UNEX,003531,CONTINUING EDUCATOR II NEX,31N,active
825,CONTINUING EDUCATOR -UNEX,003532,CONTINUING EDUCATOR III NEX,31N,active
828,UNIVERSITY EXTENSION-OTHER,003539,PROGRAM COORDINATOR NEX,,active
828,UNIVERSITY EXTENSION-OTHER,003540,PROG COORD,,active
828,UNIVERSITY EXTENSION-OTHER,003570,TEACHER-UNEX-CONTRACT YR,,active
828,UNIVERSITY EXTENSION-OTHER,003572,ASST TEACHER-UNEX,,active
828,UNIVERSITY EXTENSION-OTHER,003574,TEACHER-UNEX,,active
828,UNIVERSITY EXTENSION-OTHER,003575,SPEAKER-UNEX,,active
828,UNIVERSITY EXTENSION-OTHER,003580,COURSE AUTHOR-UNEX,,active
828,UNIVERSITY EXTENSION-OTHER,003581,COURSE AUTHOR-UNEX NEX,,active
927,MISCELLANEOUS TITLES-SERIES,001070,DIRECTOR-EAP STUDY CENTER,,active
927,MISCELLANEOUS TITLES-SERIES,003230,FLD PROG SUPV,,active
927,MISCELLANEOUS TITLES-SERIES,003234,ASSOC FLD PROG SUPV,,active
927,MISCELLANEOUS TITLES-SERIES,003557,COORD PUB PROG NON REP 30A,,active
927,MISCELLANEOUS TITLES-SERIES,003558,COORD PUBLIC PROG 30B,,active
927,MISCELLANEOUS TITLES-SERIES,003559,ASSOC COORD PUB PROG NON REP 30A,,active
927,MISCELLANEOUS TITLES-SERIES,003560,ASSOC COORD PUBLIC PROG 30B,,active
927,MISCELLANEOUS TITLES-SERIES,003561,ASST COORD PUB PROG NON REP 30A,,active
927,MISCELLANEOUS TITLES-SERIES,003562,ASST COORD PUBLIC PROG 30B,,active
927,MISCELLANEOUS TITLES-SERIES,003650,CURATOR,1,active
927,MISCELLANEOUS TITLES-SERIES,003651,ASSOC CURATOR,1,active
927,MISCELLANEOUS TITLES-SERIES,003652,ASST CURATOR,1,active
927,MISCELLANEOUS TITLES-SERIES,003563,COORD PUBLIC PROG NEX 30B(N),,active
927,MISCELLANEOUS TITLES-SERIES,003564,ASSOC COORD PUBLIC PROG NEX 30B(N),,active
927,MISCELLANEOUS TITLES-SERIES,003565,ASST COORD PUBLIC PROG NEX 30B(N),,active
927,MISCELLANEOUS TITLES-SERIES,003566,COORD PUB PROG NEX NON REP 30A(N),,active
927,MISCELLANEOUS TITLES-SERIES,003567,ASSOC COORD PUBPROG NEX NONREP 30A(N),,active
927,MISCELLANEOUS TITLES-SERIES,003568,ASST COORD PUB PROG NEX NONREP 30A(N),,active
927,MISCELLANEOUS TITLES-SERIES,003700,FACULTY CONSULTANT,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000800,ACADEMIC ASST TO VICE CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000801,ACADEMIC ASST TO CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000802,ASST VICE CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000803,ASSOC VICE CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000804,ACT/INTERIM ASSOC VICE CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000810,GRADUATE ADVISOR,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000812,FACULTY ADVISOR,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000880,OMBUDSMAN-ACAD,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001044,FACULTY ASST TO CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001045,FACULTY ASST TO VICE CHANC,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001055,FACULTY ASST TO PROVOST/DEAN,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001059,CHAIR-SEN ASMBLY&ACADEMIC CNCL,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001650,LECT-MISCELLANEOUS/PART TIME,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001675,EDUCATOR (WOS),,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001958,REGENTS' PROF,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001968,REGENTS' LECT,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001969,HHMI INVESTIGATOR,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,001970,LUDWIG INVESTIGATOR,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002210,DEMO TEACHER,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002211,DEMO TEACHER-CONTINUING,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002284,CHILD DEV DEMO LECT-CONTINUING,16,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002285,CHILD DEV DEMO LECT,15,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002427,SUBSTITUTE TEACHER,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002428,SUBSTITUTE TEACHER-CONTINUING,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002430,GEFFEN K-12 INSTRUCTOR-AY,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002431,GEFFEN K-12 INSTRUCTOR-AY-CONT,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002432,GEFFEN K-12 INSTRUCTOR-AY-1/10,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002433,GEFFEN K-12 INSTR-AY-1/10-CONT,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002434,GEFFEN K-12 INSTR SUMMER PROG,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002440,K-12 INSTRUCTOR-AY,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002441,K-12 INSTRUCTOR-AY-1/10,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002442,K-12 DAILY SUBSTITUTE/NONREP,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002447,PREUSS K-12 COUNSELOR-AY,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002448,PREUSS K-12 COUNSELOR-AY-1/10,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002460,TEACHER-SPEC PROG,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002461,TEACHER-SPEC PROG-CONTINUING,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002500,READER-NON STDNT,18,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002510,TUT-NON STDNT,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002520,READER-NON STDNT/NON REP,18,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002521,TUT-NON STDNT/NON REP,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002600,MILITARY/AIR SCI&TACTICS ASST,25,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002650,TEACHER-LHS,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002651,TEACHER-LHS-CONTINUING,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002716,INTERN-CLIN PSYCH-GENL CAMP,21,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002718,INTERN-CLIN PSYCH-GEN CAMP NEX,21,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002741,NON-PHYS CLIN TRAIN-GENL CAMP,21,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,002742,NON-PHYS CLIN TRAIN-GENCMP NEX,21,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003800,NON-SENATE ACAD EMERITUS(WOS),,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003802,RECALL NON-FACULTY ACAD,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003805,RECALL (WOS),,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003812,RECALL NON-FACULTY ACAD NEX,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003900,FACULTY ADMIN TRANSITION LV-AY,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003910,FACULTY ADMIN TRANSITION LV-FY,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,003999,MISCELLANEOUS,,active
999,SUPPLEMENTAL PAY CODES,001092,STIPEND-RESID,,active
999,SUPPLEMENTAL PAY CODES,001098,SUMMER DIFFERENTIAL,,active
999,SUPPLEMENTAL PAY CODES,001099,ADMIN STIPEND,,active
999,SUPPLEMENTAL PAY CODES,002735,STIPEND-OTH POST-MD TRAIN,,active
999,SUPPLEMENTAL PAY CODES,003990,ADDL COMP-HGH&OLIVE VIEW MCS,,active
999,SUPPLEMENTAL PAY CODES,003993,FACULTY RECRUITMENT ALLOW,40,active
999,SUPPLEMENTAL PAY CODES,003995,EAP-TEMP FACULTY HOUSING ALLOW,,active
999,SUPPLEMENTAL PAY CODES,003998,SALARY SUPPLEMENTATION,,active
S21,DEAN,001000,DEAN DEAN,,active
S21,DEAN,001010,ASSOC DEAN,,active
S21,DEAN,001011,ASSOC DEAN-AY,,active
S21,DEAN,001020,ASST DEAN,,active
S21,DEAN,001040,DEAN-EXTENDED LEARNING,,active
S24,ACTING DEAN AND ACTING PROVOST,001007,ACT/INTERIM DEAN DEAN,,active
S24,ACTING DEAN AND ACTING PROVOST,001017,ACT/INTERIM ASSOC DEAN,,active
S24,ACTING DEAN AND ACTING PROVOST,001027,ACT/INTERIM ASSISTANT DEAN,,active
S24,ACTING DEAN AND ACTING PROVOST,001037,ACT/INTERIM DIVISIONAL DEAN,,active
S24,ACTING DEAN AND ACTING PROVOST,001047,ACT/INTERIM COLLEGE PROVOST,,active
S24,ACTING DEAN AND ACTING PROVOST,001077,ACT/INTERIM VICE PROVOST,,active
S24,ACTING DEAN AND ACTING PROVOST,001087,ACT/INTERIM ASSOC VICE PROVOST,,active
S26,DIVISIONAL DEAN,001030,DIVISIONAL DEAN,,active
S26,DIVISIONAL DEAN,001032,ASSOC DIVISIONAL DEAN,,active
S27,PROVOST,001051,ASST COLLEGE PROVOST,,active
S27,PROVOST,001052,ASSOC COLLEGE PROVOST,,active
S27,PROVOST,001060,COLLEGE PROVOST,,active
S27,PROVOST,001068,VICE PROVOST,,active
S27,PROVOST,001069,ASSOC VICE PROVOST,,active
S31,DIRECTOR,000900,DIRECTOR,,active
S31,DIRECTOR,000910,ASSOC DIRECTOR,,active
S31,DIRECTOR,000920,ASST DIRECTOR,,active
S34,ACTING DIRECTOR,000907,ACT/INTERIM DIRECTOR,,active
S34,ACTING DIRECTOR,000917,ACT/INTERIM ASSOC DIRECTOR,,active
S34,ACTING DIRECTOR,000927,ACT/INTERIM ASST DIRECTOR,,active
S46,ACADEMIC COORDINATOR,000840,ACADEMIC COORD I-AY,35,active
S46,ACADEMIC COORDINATOR,000841,ACADEMIC COORD I-FY,36,active
S46,ACADEMIC COORDINATOR,000842,ACADEMIC COORD II-AY,35,active
S46,ACADEMIC COORDINATOR,000843,ACADEMIC COORD II-FY,36,active
S46,ACADEMIC COORDINATOR,000844,ACADEMIC COORD III-AY,35,active
S46,ACADEMIC COORDINATOR,000845,ACADEMIC COORD III-FY,36,active
S46,ACADEMIC COORDINATOR,000850,ACADEMIC COORD I-AY NEX,**,active
S46,ACADEMIC COORDINATOR,000851,ACADEMIC COORD I-FY NEX,36N,active
S46,ACADEMIC COORDINATOR,000852,ACADEMIC COORD II-AY NEX,**,active
S46,ACADEMIC COORDINATOR,000853,ACADEMIC COORD II-FY NEX,36N,active
S46,ACADEMIC COORDINATOR,000854,ACADEMIC COORD III-AY NEX,**,active
S46,ACADEMIC COORDINATOR,000855,ACADEMIC COORD III-FY NEX,36N,active
S56,ACADEMIC-ADMINISTRATOR,000961,ACADEMIC ADMINISTRATOR I NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000962,ACADEMIC ADMINISTRATOR II NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000963,ACADEMIC ADMINISTRATOR III NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000964,ACADEMIC ADMINISTRATOR IV NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000965,ACADEMIC ADMINISTRATOR V NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000966,ACADEMIC ADMINISTRATOR VI NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,000967,ACADEMIC ADMINISTRATOR VII NEX,34N,active
S56,ACADEMIC-ADMINISTRATOR,001061,ACADEMIC ADMINISTRATOR I,34,active
S56,ACADEMIC-ADMINISTRATOR,001062,ACADEMIC ADMINISTRATOR II,34,active
S56,ACADEMIC-ADMINISTRATOR,001063,ACADEMIC ADMINISTRATOR III,34,active
S56,ACADEMIC-ADMINISTRATOR,001064,ACADEMIC ADMINISTRATOR IV,34,active
S56,ACADEMIC-ADMINISTRATOR,001065,ACADEMIC ADMINISTRATOR V,34,active
S56,ACADEMIC-ADMINISTRATOR,001066,ACADEMIC ADMINISTRATOR VI,34,active
S56,ACADEMIC-ADMINISTRATOR,001067,ACADEMIC ADMINISTRATOR VII,34,active
