cto,cto_name,title_code,title,salary_table,status
S61,DEPARTMENT CHAIRPERSON,001094,DEPARTMENT VICE CHAIR,,active
S61,DEPARTMENT CHAIRPERSON,001096,DEPARTMENT CHAIR,,active
S64,ACTING DEPARTMENT CHAIRPERSON,001095,ACT/INTERIM DEPARTMENT CHAIR,,active
928,MISCELLANEOUS TITLES-SINGLE TITLES,000806,PROG DIR--SCRIPPS INS OF OCGPY,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,000811,ACADEMIC PROGRAMS ADVISOR,,frozen
927,MISCELLANEOUS TITLES-SERIES,000830,HEAD OF ____,,frozen
927,MISCELLANEOUS TITLES-SERIES,000831,ASSOCIATE HEAD OF ____,,frozen
927,MISCELLANEOUS TITLES-SERIES,000832,ASSISTANT HEAD OF ____,,frozen
S44,ACTING ACADEMIC COORDINATOR,000877,ACT ACADEMIC COORD,,frozen
S44,ACTING ACADEMIC COORDINATOR,000878,ACT ACADEMIC COORD NEX,,frozen
927,MISCELLANEOUS TITLES-SERIES,001053,SENIOR PRECEPTOR II,,frozen
927,MISCELLANEOUS TITLES-SERIES,001054,SENIOR PRECEPTOR I,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,001057,ACAD ASST TO T/DIR OF HOSP&CL,,frozen
927,MISCELLANEOUS TITLES-SERIES,001072,ASSOC DIRECTOR-EAP STUDY CNTR,,frozen
927,MISCELLANEOUS TITLES-SERIES,001080,DIRECTOR-INTERNATL PROGRAMS,,frozen
927,MISCELLANEOUS TITLES-SERIES,001082,ASSOC DIRECTOR-INTERNATL PROGS,,frozen
927,MISCELLANEOUS TITLES-SERIES,001084,ASST DIRECTOR-INTERNATL PROGS,,frozen
323,VISITING PROFESSOR,001102,VST PROFESSOR-ACAD YR-1/9 PMT,1*,frozen
010,PROFESSORIAL-TENURE,001105,PROFESSOR-FAC EARLY RETIR PGRM,1,frozen
012,PROFESSORIAL-RECALL,001106,PROFESSOR-ACAD YR-RECALLED,1*,frozen
012,PROFESSORIAL-RECALL,001109,PROFESSOR RECALLED-ACAD YR-1/9,1*,frozen
012,PROFESSORIAL-RECALL,001111,____-SENATE-AY-RECALLED-VERIP,1*,frozen
012,PROFESSORIAL-RECALL,001112,---SENATE-FY-RECALLED-VERIP,2*,frozen
012,PROFESSORIAL-RECALL,001113,---MEDCOMP-RECALLED-VERIP,5*,frozen
012,PROFESSORIAL-RECALL,001114,---GENCOMP-RECALLED-VERIP,5*,frozen
012,PROFESSORIAL-RECALL,001116,PROFESSOR-FISCAL YR-RECALLED,2*,frozen
323,VISITING PROFESSOR,001118,VISITING PROFESSOR - FISCAL YR,2*,frozen
010,PROFESSORIAL-TENURE,001130,PROF-10 MONTHS,1,frozen
012,PROFESSORIAL-RECALL,001146,PROF-AY-BUS/ECON/ENG-RECALLED,3*,frozen
012,PROFESSORIAL-RECALL,001148,PROF-AY-1/9-BUS/ECON/ENG-RECALLED,3*,frozen
010,PROFESSORIAL-TENURE,001150,PROFESSOR - SFT-A,6,frozen
323,VISITING PROFESSOR,001188,VST PROFESSOR-LAW SCHOOL SCALE,8*,frozen
323,VISITING PROFESSOR,001202,VST ASSOC PROFESSSOR-AY-1/9TH,1*,frozen
010,PROFESSORIAL-TENURE,001205,ASSOC PROF-FAC EARLY RETIR PGM,1,frozen
012,PROFESSORIAL-RECALL,001206,ASSOC PROFESSOR-AY-RECALLED,1*,frozen
012,PROFESSORIAL-RECALL,001209,ASSOC PROF-RECALLED-AY-1/9TH,1*,frozen
012,PROFESSORIAL-RECALL,001216,ASSOC PROFESSOR-FY-RECALL,2*,frozen
323,VISITING PROFESSOR,001218,VST ASSOC PROFESSOR-FISCAL YR,2*,frozen
010,PROFESSORIAL-TENURE,001230,ASSOC PROF-10 MONTHS,1,frozen
012,PROFESSORIAL-RECALL,001246,ASSOC PROF-AY-BUS/ECON/ENG-REC,3*,frozen
012,PROFESSORIAL-RECALL,001248,ASSOC PRO-AY-1/9-B/ECON/ENG-REC,3*,frozen
323,VISITING PROFESSOR,001302,VST ASST PROEFSSOR-ACAD YR-1/9,1*,frozen
012,PROFESSORIAL-RECALL,001306,ASST PROFESSOR-ACAD YR-RECALL,1*,frozen
323,VISITING PROFESSOR,001318,VST ASST PROFESSOR -FISCAL YR,2*,frozen
011,PROFESSORIAL-NON-TENURE,001330,ASST PROF-10-MONTHS,1,frozen
011,PROFESSORIAL-NON-TENURE,001400,INSTRUCTOR-ACADEMIC YEAR,1,frozen
011,PROFESSORIAL-NON-TENURE,001410,INSTRUCTOR - FISCAL YEAR,2,frozen
323,VISITING PROFESSOR,001421,VSTG PROF-ACAD YR-BUS/ECON/ENG,3*,frozen
323,VISITING PROFESSOR,001422,VSTG PROF-FY--BUS/ECON/ENG,4*,frozen
323,VISITING PROFESSOR,001423,VSTG PROF-AY-1/9-BUS/ECON/ENGR,3*,frozen
323,VISITING PROFESSOR,001424,VSTG ASO PRO-AY-BUS/ECON/ENGR,3*,frozen
323,VISITING PROFESSOR,001425,VSTG ASO PRO-FY-BUS/ECON/ENGR,4*,frozen
323,VISITING PROFESSOR,001426,VSTG ASO PRO-AY-1/9-B/ECON/ENG,3*,frozen
323,VISITING PROFESSOR,001427,VSTG AST PRO-AY-BUS/ECON/ENGR,3*,frozen
323,VISITING PROFESSOR,001428,VSTG AST PRO-FY-BUS/ECON/ENG,4*,frozen
323,VISITING PROFESSOR,001429,VSTG AST PRO-AY-1/9-B/ECON/ENG,3*,frozen
224,ACTING PROF OF TEACHING - PSOE,001593,ACT ASST PROF OF TEACH-AY-LAW,8,frozen
221,LECTURER-PSOE,001600,SR LECT PSOE-AY-PART TIME,15,frozen
221,LECTURER-PSOE,001602,SR LECT PSOE-AY-1/9-PART TIME,15,frozen
221,LECTURER-PSOE,001605,LECT PSOE-AY-PART TIME,15,frozen
221,LECTURER-PSOE,001606,LECT PSOE-AY-1/9-PART TIME,15,frozen
221,LECTURER-PSOE,001610,SR LECT PSOE-FY-PART TIME,15,frozen
221,LECTURER-PSOE,001615,LECT PSOE-FY-PART TIME,15,frozen
225,LECTURER,001640,SR LECT-AY,15,frozen
225,LECTURER,001642,SR LECT-AY-1/9,15,frozen
225,LECTURER,001644,SR LECT-FY,15,frozen
225,LECTURER,001646,SR LECT-AY-1/10,15,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001660,SR LECT W/SEC-ACAD YR -RECALL,10*,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001662,SR LECT W/SEC-AY-RECALL-1/9TH,10*,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001663,SR LECT W/SEC-FISCAL YR-RECALL,10*,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001665,LECT W/SEC-ACAD YR-RECALL,10*,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001666,LECT W/SEC-AY-RECALL-1/9TH,10*,frozen
212,LECTURER-SECURITY OF EMPLOYMENT-RECALL,001667,LECT W/SEC-FISCAL YR-RECALL,10*,frozen
211,LECTURER-PSOE-SENATE,001683,SR LECT PSOE-AY,10,frozen
211,LECTURER-PSOE-SENATE,001684,SR LECT PSOE-AY-1/9,10,frozen
211,LECTURER-PSOE-SENATE,001685,SR LECT PSOE-FY,10,frozen
211,PROFESSOR OF TEACHING - PSOE,001694,ASST PROF OF TEACH-AY-LAW,8,frozen
012,PROFESSORIAL-RECALL,001707,RESEARCH PROFESSOR,2,frozen
012,PROFESSORIAL-RECALL,001708,RESEARCH PROFESSOR-VERIP,2,frozen
323,VISITING PROFESSOR,001711,VIS INSTRUCTOR-HCOMP,5*,frozen
124,ACTING PROFESSOR-NON-SENATE,001878,ACTING ASST PROFESSOR-SFT-PC,6,frozen
114,ACTING PROFESSOR-SENATE,001880,ACTING ASSOC PROFESSOR-SFT-PC,6,frozen
114,ACTING PROFESSOR-SENATE,001882,ACTING PROFESSOR-SFT-PC,6,frozen
311,PROFESSOR IN RESIDENCE,001903,INSTR IN RESIDENCE-SFT-VM,7,frozen
335,ADJUNCT PROFESSOR,001907,ADJUNCT INSTRUCTOR-SFT-VM,7,frozen
541,PROFESSIONAL RESEARCH-REGULAR,001932,ASST RESEARCH---SFT/COMP PLAN,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,001933,ASSOC RESEARCH--SFT/COM PLAN,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,001934,RESEARCH------SFT/COMP PLAN,,frozen
566,OTHER RESEARCH,001938,ROTATING RESEARCH PROF-ACAD YR,,frozen
566,OTHER RESEARCH,001948,ROTATING RESEARCH PROF - FY,,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002001,CLIN PROF-DENTISTRY-50%/+ AY,1,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002003,CLIN PROF DENT-AY-PTC GENCO,,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002011,CLIN PROF-DENT-50%/+-FY,2,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002013,CLIN PROF DENT-FY-PTC GENCO,,frozen
341,HEALTH SCIENCES CLINICAL PROFESSOR,002016,HS CLIN PROF RECALLED - FISCAL YR,2*,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002021,ASSO CLIN PROF-DENT-50%/+ AY,1,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002023,ASSO CLIN PROF DENT-AY-PTC GEN,,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002031,ASSO CLIN PROF-DENT-50%/+ FY,2,frozen
030,CLIN PROF-DENTISTRY-50%+/TENURE,002033,ASSO CLIN PROF DEN-FY-PTC GE,,frozen
031,CLIN PROF-DENTISTRY-50%+/NON-TENURE,002041,ASST CLIN PROF-DENT-50%/+ AY,1,frozen
031,CLIN PROF-DENTISTRY-50%+/NON-TENURE,002051,ASST CLIN PROF-DENT-50%/+ FY,2,frozen
031,CLIN PROF-DENTISTRY-50%+/NON-TENURE,002061,CLIN INSTRUCTOR-DENT-50%/+ AY,1,frozen
031,CLIN PROF-DENTISTRY-50%+/NON-TENURE,002071,CLIN INSTR- DENT - 50%/+ FY,2,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,002080,CLIN ASSOCIATE IN ____-ACAD YR,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,002081,CLIN ASSOCIATE-FY,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,002090,CLIN AFFILIATE - VSTG - FOR MD,,frozen
042,SUPERVISOR OF P.E.-RECALL,002106,SUPRVSR OF PHYS ED-RECALLED-AY,9*,frozen
040,SUPERVISOR OF P.E.-TENURE,002100,SUPV PE-AY,9,frozen
040,SUPERVISOR OF P.E.-TENURE,002120,ASSOC SUPV PE-AY,9,frozen
041,SUPERVISOR OF P.E.-NON TENURE,002140,ASST SUPRVSR OF PHYS ED - AY,9,frozen
041,SUPERVISOR OF P.E.-NON TENURE,002160,JR SUPRVSR OF PHYS ED-ACAD YR,9,frozen
456,OTHER STUDENT TITLES,002270,REMD TUT I-NON GSHIP/NON REP,20,frozen
456,OTHER STUDENT TITLES,002271,REMD TUT I-GSHIP/NON REP,20,frozen
456,OTHER STUDENT TITLES,002272,REMD TUT II NON-GSHIP/NON REP,20,frozen
456,OTHER STUDENT TITLES,002273,REMD TUT II-GSHIP/NON REP,20,frozen
456,OTHER STUDENT TITLES,002280,REMD TUT I-NON GSHIP,20,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002286,NURSERY SCHOOL ASST-GSHIP,18,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002287,NURSERY SCHOOL ASST-NON GSHIP,18,frozen
456,OTHER STUDENT TITLES,002288,REMD TUT I-GSHIP,20,frozen
456,OTHER STUDENT TITLES,002289,REMD TUT II-GSHIP,20,frozen
456,OTHER STUDENT TITLES,002290,REMD TUT II-NON GSHIP,20,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002300,TEACHG FELLOW-GSHIP,18,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002301,TEACHG FELLOW-NON GSHIP,18,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002302,TEACHG FELLOW-GSHIP/NON REP,18,frozen
426,TEACHING ASSISTANT & EQUIVALENT,002303,TEACHG FELLOW-NON GSHIP/NONREP,18,frozen
456,OTHER STUDENT TITLES,002305,COMM TEACHG FELLOW-GSHIP,18,frozen
456,OTHER STUDENT TITLES,002306,COMM TEACHG FELLOW-NON GSHIP,18,frozen
456,OTHER STUDENT TITLES,002550,ACT INSTR-GRAD STDNT-GSHIP,,frozen
456,OTHER STUDENT TITLES,002551,ACT INSTR-GRAD STDNT-NON-GSHIP,,frozen
446,INTERN OR RESIDENT,002700,INTERN - HOSPITAL/NON REPRESENTED,21,frozen
446,INTERN OR RESIDENT,002704,INTERN-DIETETIC/NON REP,21,frozen
446,INTERN OR RESIDENT,002711,INTERN-PHARMACY/NON REPRESENTED,21,frozen
446,INTERN OR RESIDENT,002728,PGY I PHARMACY RESID/NON REP,21,frozen
446,INTERN OR RESIDENT,002729,PGY II PHARMACY RESID/NON REP,21,frozen
530,AGRONOMIST-TENURE,003005,_____ IN THE A.E.S.-F.E.R.P.,2,frozen
532,AGRONOMIST-RECALL,003006,----- IN THE A.E.S. RECALLED,2*,frozen
533,AGRONOMIST-VISITING,003008,VST ----- IN THE A.E.S.,2*,frozen
533,AGRONOMIST-VISITING,003018,VST ASSOC ----- IN THE A.E.S.,2*,frozen
533,AGRONOMIST-VISITING,003028,VST ASST ----- IN THE A.E.S.,2*,frozen
531,AGRONOMIST-NON-TENURE,003030,JR ----- IN THE A.E.S.,2,frozen
531,AGRONOMIST-NON-TENURE,003031,JR ----- IN THE A.E.S.- SFT-VM,7,frozen
557,SPECIALIST IN A.E.S.,003034,JR SPECIALIST IN THE A.E.S.,24,frozen
534,AGRONOMIST-ACTING,003037,ACT JR ----- IN THE A.E.S.,2,frozen
534,AGRONOMIST-ACTING,003039,ACT JR --- IN THE A.E.S.SFT-VM,7,frozen
533,AGRONOMIST-VISITING,003041,VST --- IN THE AES- BUS/ECON/ENG,4*,frozen
533,AGRONOMIST-VISITING,003042,VST ASO --- IN AES-BUS/ECON/ENG,4*,frozen
533,AGRONOMIST-VISITING,003043,VST AST --- IN THE AES-B/ECON/EN,4*,frozen
566,OTHER RESEARCH,003050,ASSOC IN ------- IN THE A.E.S.,,frozen
530,AGRONOMIST-TENURE,003061,--- IN THE AES-ACAD YR-1/9TH,1,frozen
530,AGRONOMIST-TENURE,003063,---IN THE AES-B/ECON/ENG-AY-1/9,3,frozen
534,AGRONOMIST-ACTING,003065,ACT --- IN THE AES-ACAD YR-1/9,1,frozen
534,AGRONOMIST-ACTING,003067,ACT---IN THE AES-B/ECON/ENG-AY-1/9,3,frozen
530,AGRONOMIST-TENURE,003071,ASO---IN THE AES-ACAD YR-1/9TH,1,frozen
530,AGRONOMIST-TENURE,003073,ASO---IN THE AES-B/ECON/ENG-AY-1/9,3,frozen
534,AGRONOMIST-ACTING,003075,ACT ASO---IN THE AES-AY-1/9,1,frozen
534,AGRONOMIST-ACTING,003077,ACT ASO--IN AES-B/EC/EN-AY-1/9,3,frozen
531,AGRONOMIST-NON-TENURE,003081,AST---IN THE AES-ACAD YR-1/9TH,1,frozen
531,AGRONOMIST-NON-TENURE,003083,AST---IN THE AES- B/ECON/ENG-AY-1/9,3,frozen
534,AGRONOMIST-ACTING,003085,ACT AST---IN THE AES-AY-1/9,1,frozen
534,AGRONOMIST-ACTING,003087,ACT AST--IN AES-B/ECN/EN-AY-1/9,3,frozen
531,AGRONOMIST-NON-TENURE,003090,JR---IN THE AES-ACADEMIC YEAR,1,frozen
531,AGRONOMIST-NON-TENURE,003091,JR---IN THE AES-ACAD YR-1/9TH,1,frozen
534,AGRONOMIST-ACTING,003094,ACT JR---IN THE AES-ACAD YR,1,frozen
534,AGRONOMIST-ACTING,003095,ACT JR---IN THE AES-AY-1/9TH,1,frozen
522,ASTRONOMER-RECALL,003106,ASTRONOMER RECALLED,2*,frozen
524,ASTRONOMER-ACTING,003107,ACTING ASTRONOMER,2,frozen
523,ASTRONOMER-VISITING,003108,VISITING ASTRONOMER,2*,frozen
524,ASTRONOMER-ACTING,003117,ACTING ASSOCIATE ASTRONOMER,2,frozen
523,ASTRONOMER-VISITING,003118,VISITING ASSOC ASTRONOMER,2*,frozen
521,ASTRONOMER-NON TENURE,003120,ASSISTANT ASTRONOMER,2,frozen
524,ASTRONOMER-ACTING,003127,ACTING ASSISTANT ASTRONOMER,2,frozen
523,ASTRONOMER-VISITING,003128,VISITING ASST ASTRONOMER,2*,frozen
521,ASTRONOMER-NON TENURE,003130,JUNIOR ASTRONOMER,2,frozen
524,ASTRONOMER-ACTING,003137,ACTING JUNIOR ASTRONOMER,2,frozen
436,GRADUATE STUDENT RESEARCHER,003140,GSR-FELLOWSHIP-NO REM,22,frozen
436,GRADUATE STUDENT RESEARCHER,003141,GSR-FELLOWSHIP-TUIT&FEE REM,22,frozen
436,GRADUATE STUDENT RESEARCHER,003150,GSR-TRAINEE-NO REM,22,frozen
436,GRADUATE STUDENT RESEARCHER,003151,GSR-TRAINEE-TUIT&FEE REM,22,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003173,RES-AY NEX,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003175,RES-AY-1/9 NEX,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003183,ASSOC RES-AY NEX,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003185,ASSOC RES-AY-1/9 NEX,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003193,ASST RES-AY NEX,,frozen
541,PROFESSIONAL RESEARCH-REGULAR,003195,ASST RES-AY-1/9 NEX,,frozen
542,PROFESSIONAL RESEARCH-RECALL,003209,RES---- - RECALLED,13*,frozen
927,MISCELLANEOUS TITLES-SERIES,003236,ASST FIELD PROGRAM SUPERVISOR,,frozen
577,POST-GRADUATE RESEARCH-NON-STUDENT,003237,FACULTY FELLOW RES-AY,,frozen
577,POST-GRADUATE RESEARCH-NON-STUDENT,003238,FACULTY FELLOW RES-AY-1/9,,frozen
436,GRADUATE STUDENT RESEARCHER,003273,GSAR-NON GSHIP,22,frozen
436,GRADUATE STUDENT RESEARCHER,003274,GSAR-GSHIP,22,frozen
311,PROFESSOR IN RESIDENCE,003280,INSTR IN RESIDENCE-ACADEMIC YR,1,frozen
311,PROFESSOR IN RESIDENCE,003281,INSTR IN RESIDENCE-FISCAL YR,2,frozen
566,OTHER RESEARCH,003294,ASST RES PROF-MILLER INST- AY,,frozen
566,OTHER RESEARCH,003295,ASST RES PROF-MILLER INST- FY,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,003340,SUPERINTENDENT OF STATION,,frozen
311,PROFESSOR IN RESIDENCE,003350,INSTR IN RSDNC-ACAD YR-1/9TH,1,frozen
335,ADJUNCT PROFESSOR,003360,ADJUNCT INSTRUCTOR-ACAD YR-1/9,1,frozen
723,VISITING COOPERATIVE EXTENSION SPECIALIST,003402,VST COOP EXT SPECIALIST,29*,frozen
723,VISITING COOPERATIVE EXTENSION SPECIALIST,003412,VST ASSOC COOP EXT SPECIALIST,29*,frozen
723,VISITING COOPERATIVE EXTENSION SPECIALIST,003422,VST ASST COOP EXT SPECIALIST,29*,frozen
927,MISCELLANEOUS TITLES-SERIES,003501,COORD PUBLIC PROG VIII 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003503,COORD PUBLIC PROG VII 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003505,COORD PUBLIC PROG VI 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003507,COORD PUBLIC PROG V 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003509,COORD PUBLIC PROG IV 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003511,COORD PUBLIC PROG III 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003513,COORD PUBLIC PROG II 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003515,COORD PUBLIC PROG I 30B,,frozen
927,MISCELLANEOUS TITLES-SERIES,003541,COORD OF PUBLIC PROG VIII NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003542,COORD PUB PROG VIII NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003543,COORD OF PUBLIC PROG VII NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003544,COORD PUB PROG VII NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003545,COORD OF PUBLIC PROG VI NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003546,COORD PUB PROG VI NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003547,COORD OF PUBLIC PROG V NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003548,COORD PUB PROG V NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003549,COORD OF PUBLIC PROG IV NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003550,COORD PUB PROG IV NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003551,COORD OF PUBLIC PROG III NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003552,COORD PUB PROG III NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003553,COORD OF PUBLIC PROG II NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003554,COORD PUB PROG II NON REP 30A,,frozen
927,MISCELLANEOUS TITLES-SERIES,003555,COORD OF PUBLIC PROG I NEX 30B(N),,frozen
927,MISCELLANEOUS TITLES-SERIES,003556,COORD PUB PROG I NON REP 30A,,frozen
623,VISITING LIBRARIAN,003619,VSTG ASSOC LIBRARIAN-FISCAL YR,26*,frozen
623,VISITING LIBRARIAN,003623,VSTG ASST LIBRARIAN-FISCAL YR,26*,frozen
927,MISCELLANEOUS TITLES-SERIES,003710,ASSOC FACULTY CONSULTANT IN---,,frozen
927,MISCELLANEOUS TITLES-SERIES,003720,ASST FACULTY CONSULTANT IN----,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,003803,---ACADEMIC YR-RECALLED-VERIP,,frozen
928,MISCELLANEOUS TITLES-SINGLE TITLES,003804,---FISCAL YR - RECALLED-VERIP,,frozen
999,SUPPLEMENTAL PAY CODES,003897,FACULTY RECHARGE GROUP,,frozen
999,SUPPLEMENTAL PAY CODES,003898,ACADEMIC UPGRADING FUNDS,,frozen
999,SUPPLEMENTAL PAY CODES,003980,STATE SALARY DIFF-LPNI/NPI,,frozen
999,SUPPLEMENTAL PAY CODES,003981,STATE SAL DIFF-XMURAL-LPNI/NPI,,frozen
999,SUPPLEMENTAL PAY CODES,003991,ADDL COMP-VETERANS' ADMIN SRVC,,frozen
